City,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28
Cleveland,4.768,4.768,4.779,4.779,4.779,4.779,4.811,4.803,4.803,4.623,4.623,4.623,4.623,6.709,5.042,5.042,5.042,5.042,5.042,5.042,5.042,3.892,4.959,4.959,4.959,4.959,8.045,8.045,8.064,8.064,8.064,8.025,8.025,8.025,8.025,8.025,8.025,8.025,7.903,7.903,8.835,10.407,6.021,6.021,5.62,5.349,4.993,4.993,4.993,4.993,4.993,4.993,4.993,4.988,4.988,4.102,4.102,4.021,4.021,3.7110000000000003,2.8310000000000004,2.426,2.426,2.448,2.448,2.545,2.545,3.2560000000000002,3.23,3.23,3.23,3.23,3.23,3.23,3.535,3.955,3.924,3.884,3.889,4.15,5.071000000000001,5.102,5.754,5.727,5.727,4.394,3.65,3.635,3.56,3.0610000000000004,3.0610000000000004,3.0610000000000004,2.9219999999999997,2.9219999999999997,2.177,2.177,1.98,2.1390000000000002,2.1430000000000002,2.334,2.2769999999999997,2.335,2.285,2.25,2.255,2.255,2.255,2.191,2.862,3.364,3.2569999999999997,3.11,2.9939999999999998,2.9939999999999998,2.884,2.7439999999999998,3.011,3.0380000000000003,2.987,3.014,3.029,3.029,3.0269999999999997,2.544,2.544,2.301,2.903,2.863,2.863,2.965,3.0839999999999996,3.1260000000000003,3.18,3.1489999999999996,2.92,2.892,2.8989999999999996,2.9,2.872,2.872,2.685,2.346,2.371,2.314,1.963,1.9180000000000001,1.9180000000000001,1.984,1.982
Dallas-FortWorth,4.53,4.58,4.591,4.49,4.49,4.49,5.645,5.645,5.645,5.645,5.252999999999999,5.359,5.614,5.193,5.193,4.4510000000000005,3.9,3.91,4.0360000000000005,4.203,4.203,4.203,4.203,4.8,4.8,4.495,4.495,4.144,4.144,4.144,4.3180000000000005,4.66,4.664,4.664,4.58,4.58,4.58,4.493,3.8080000000000003,3.45,3.7510000000000003,3.7510000000000003,3.7510000000000003,3.7510000000000003,3.87,3.395,3.395,3.395,3.679,3.6289999999999996,3.6460000000000004,3.8310000000000004,3.806,3.7030000000000003,4.493,4.493,4.493,4.644,4.484,4.461,4.461,4.461,4.2860000000000005,4.16,3.866,3.8569999999999998,3.696,3.696,3.786,3.786,3.786,3.786,3.2460000000000004,3.196,3.196,3.196,2.7489999999999997,1.754,1.685,1.415,1.534,1.5819999999999999,1.5819999999999999,1.5659999999999998,1.5659999999999998,1.5659999999999998,1.5659999999999998,1.5659999999999998,1.558,1.558,1.409,1.5419999999999998,1.557,1.5419999999999998,1.5419999999999998,1.399,2.191,2.171,2.2969999999999997,2.305,2.305,2.375,2.375,2.633,2.633,2.8789999999999996,2.884,2.911,2.812,2.812,2.821,2.8,2.5669999999999997,2.557,2.503,2.4530000000000003,2.359,2.3609999999999998,2.15,2.318,2.281,2.319,2.239,2.245,2.293,2.211,2.194,2.334,2.302,2.37,2.415,2.474,2.445,2.444,2.201,2.0980000000000003,2.056,2.0780000000000003,2.113,1.956,2.055,2.081,2.177,2.177,2.213,2.201,2.204,2.225,2.227
Denver,1.929,2.119,2.147,2.258,2.258,2.252,2.267,2.3040000000000003,2.312,2.28,2.265,2.293,2.491,2.705,2.812,2.792,2.6189999999999998,2.677,2.654,2.654,2.7119999999999997,2.7689999999999997,2.815,2.801,2.717,2.88,2.612,2.135,2.4090000000000003,2.405,2.41,2.276,2.065,1.8940000000000001,1.8940000000000001,1.8030000000000002,1.8030000000000002,1.7890000000000001,1.736,1.7369999999999999,1.838,1.93,1.808,1.435,1.706,1.6880000000000002,1.7280000000000002,1.666,1.715,1.939,2.003,1.902,1.926,1.923,2.022,1.9769999999999999,1.93,2.036,1.999,1.911,1.854,1.839,1.903,1.913,1.7409999999999999,1.736,1.79,1.886,1.944,1.807,1.838,1.896,1.896,1.919,1.75,1.841,1.7480000000000002,1.7380000000000002,1.841,1.841,1.85,1.8259999999999998,1.723,1.815,1.815,1.774,1.722,1.694,1.67,1.745,1.671,1.736,1.655,1.493,1.554,1.538,1.5490000000000002,1.52,1.376,1.274,1.274,1.307,1.287,1.284,1.324,1.287,1.334,1.3319999999999999,1.41,1.311,1.5319999999999998,1.47,1.5130000000000001,1.5130000000000001,1.6680000000000001,1.675,1.675,1.507,1.46,1.421,1.393,1.3619999999999999,1.368,1.3159999999999998,1.318,1.1159999999999999,1.2109999999999999,1.171,1.171,1.23,1.2209999999999999,1.2570000000000001,1.3730000000000002,1.385,1.337,1.4169999999999998,1.446,1.4580000000000002,1.432,1.432,1.4609999999999999,1.4380000000000002,1.5330000000000001,1.514,1.493,1.548,1.578,1.5719999999999998,1.651
Detroit,5.792000000000001,5.792000000000001,5.792000000000001,5.745,5.9079999999999995,5.9079999999999995,5.9079999999999995,5.9079999999999995,5.9079999999999995,7.739,7.739,7.739,7.739,8.94,7.07,7.07,7.07,7.07,7.07,6.312,6.312,6.312,6.312,6.312,6.312,6.312,7.632999999999999,7.632999999999999,7.672000000000001,7.672000000000001,7.672000000000001,7.672000000000001,7.672000000000001,7.672000000000001,7.672000000000001,7.672000000000001,7.672000000000001,7.672000000000001,7.672000000000001,7.672000000000001,7.672000000000001,1.818,5.1610000000000005,5.191,5.59,5.541,5.119,5.121,5.121,5.121,5.121,5.121,5.066,5.066,5.066,5.066,5.066,4.978,4.978,4.0680000000000005,2.5860000000000003,2.1319999999999997,2.108,2.394,2.394,2.505,2.505,2.8489999999999998,2.989,2.977,2.977,2.977,2.977,2.977,3.108,3.4130000000000003,3.4130000000000003,3.674,3.66,3.661,4.481,4.481,5.165,4.824,4.933,3.714,3.194,3.194,2.99,2.8539999999999996,2.855,2.855,2.488,2.431,2.481,2.56,2.56,2.5839999999999996,2.5839999999999996,2.5980000000000003,2.617,2.526,2.49,2.338,2.354,2.3480000000000003,2.3480000000000003,2.3480000000000003,2.54,2.2359999999999998,2.199,3.208,3.177,3.177,3.156,3.1660000000000004,3.543,3.513,3.513,3.5210000000000004,3.431,3.431,3.431,3.404,3.45,3.4760000000000004,3.344,3.344,3.344,3.2769999999999997,3.2939999999999996,3.3710000000000004,3.407,3.123,2.971,2.9419999999999997,2.957,2.957,3.194,3.197,3.236,2.838,2.841,2.847,2.867,2.748,2.748,2.898,3.042
Houston,4.272,4.272,4.269,4.232,4.234,4.234,4.812,4.812,4.812,4.812,4.812,4.553,4.754,5.074,5.074,4.8660000000000005,6.337000000000001,6.337000000000001,6.893,7.117999999999999,7.117999999999999,6.982,6.982,7.005,7.005,5.486000000000001,5.486000000000001,5.445,5.445,5.445,4.993,3.5810000000000004,3.5810000000000004,3.5810000000000004,3.043,3.043,3.0669999999999997,3.405,3.3339999999999996,3.332,3.5669999999999997,3.5669999999999997,3.5669999999999997,3.5669999999999997,3.64,4.2780000000000005,4.2780000000000005,4.2780000000000005,5.733,5.733,5.728,5.556,5.7410000000000005,5.7410000000000005,5.747999999999999,5.747999999999999,5.747999999999999,4.651,4.609,4.708,4.471,4.471,4.473,3.388,3.031,2.988,2.812,2.773,2.773,2.798,2.798,2.7910000000000004,2.782,2.5580000000000003,2.553,2.595,2.407,2.18,1.966,1.621,1.621,1.621,1.629,1.8559999999999999,1.935,1.935,1.9280000000000002,1.9280000000000002,1.9280000000000002,1.926,1.911,2.084,2.346,2.77,2.77,2.77,2.782,2.707,2.772,2.736,2.736,2.7310000000000003,2.7310000000000003,2.8110000000000004,2.8110000000000004,2.82,2.738,2.6519999999999997,2.654,2.65,2.553,2.47,2.535,2.505,2.435,2.362,2.365,2.3930000000000002,2.219,2.33,2.33,2.3930000000000002,2.395,2.375,2.395,2.455,2.447,2.408,2.379,2.468,2.5639999999999996,2.5660000000000003,2.521,2.421,2.282,2.176,2.182,2.124,2.215,2.186,2.154,2.156,2.2,2.2,2.156,2.116,2.189,2.146,2.221
Indianapolis,5.7410000000000005,6.48,6.726,6.726,6.726,6.726,6.726,6.726,4.95,4.9910000000000005,4.9910000000000005,4.9910000000000005,5.347,5.255,2.356,2.356,2.356,2.356,2.271,2.271,2.271,2.271,2.271,2.198,2.198,2.198,2.198,2.198,1.804,1.804,1.804,1.804,1.804,,,,,,1.589,1.589,1.589,1.589,2.8339999999999996,2.7430000000000003,2.7430000000000003,2.654,2.654,2.654,2.654,2.654,2.654,2.654,2.513,2.665,2.5780000000000003,2.5780000000000003,2.8369999999999997,2.681,2.719,2.667,2.717,2.717,2.717,2.717,2.717,2.645,2.645,2.7889999999999997,2.7889999999999997,2.8789999999999996,2.8789999999999996,2.312,2.312,2.312,2.275,2.693,2.693,3.085,3.085,3.085,3.568,2.782,1.9669999999999999,1.9669999999999999,2.036,2.036,2.616,2.616,2.557,2.557,2.48,2.206,1.838,1.929,1.929,1.929,2.045,2.5469999999999997,2.5469999999999997,2.622,2.622,2.222,2.379,2.4219999999999997,2.208,2.208,2.419,2.363,2.398,2.346,2.346,2.327,2.255,2.255,2.026,2.0340000000000003,2.045,1.949,1.949,1.996,2.0,1.915,2.075,2.093,2.088,2.065,2.001,2.005,2.005,2.327,2.4130000000000003,2.436,2.436,2.436,2.436,2.4330000000000003,2.753,2.5810000000000004,1.953,1.77,1.7480000000000002,1.837,1.831,1.777,1.55,1.6030000000000002,1.528,1.635,1.635
Jacksonville,0.972,1.3780000000000001,1.3780000000000001,1.4040000000000001,1.37,1.37,1.416,1.7269999999999999,1.7819999999999998,2.168,2.75,2.7510000000000003,2.989,3.1660000000000004,3.196,3.196,3.304,3.06,3.06,3.26,3.145,3.275,3.2710000000000004,3.398,3.398,2.8960000000000004,3.0989999999999998,3.082,2.863,2.8539999999999996,2.8539999999999996,2.471,2.437,2.48,2.47,2.551,2.484,2.4819999999999998,2.2119999999999997,2.2119999999999997,2.2119999999999997,1.3130000000000002,1.3730000000000002,1.3730000000000002,1.3630000000000002,1.444,1.895,1.915,1.805,1.855,1.831,1.8359999999999999,1.5030000000000001,1.754,1.885,1.885,1.9040000000000001,1.714,1.605,1.464,1.413,1.393,1.3119999999999998,1.251,1.217,1.4880000000000002,1.462,1.579,1.568,1.484,1.3840000000000001,1.3659999999999999,1.2329999999999999,1.193,1.251,1.24,1.248,1.261,1.2990000000000002,1.188,0.825,1.093,1.1,1.078,1.136,1.265,1.248,1.401,1.401,1.415,1.431,1.4269999999999998,1.411,1.3869999999999998,1.511,1.4780000000000002,1.367,1.364,1.368,1.3559999999999999,1.2670000000000001,1.3230000000000002,1.348,1.348,1.7,1.815,1.811,1.8840000000000001,1.8940000000000001,1.6380000000000001,1.695,1.891,1.891,1.9369999999999998,1.989,2.073,2.059,2.114,2.115,2.008,2.085,2.1,2.202,2.2159999999999997,2.37,2.352,2.298,2.228,2.261,2.259,2.251,2.3890000000000002,2.311,2.302,2.315,2.301,2.324,2.213,2.255,2.238,2.319,2.2969999999999997,2.474,2.5340000000000003,2.583,2.5469999999999997,2.3369999999999997,2.423,2.495
KansasCity,2.5069999999999997,2.6489999999999996,2.6489999999999996,2.6489999999999996,2.6489999999999996,2.713,2.713,2.68,2.9210000000000003,2.9210000000000003,2.733,2.391,3.056,2.83,2.83,1.9140000000000001,1.9140000000000001,1.9140000000000001,1.9140000000000001,1.9140000000000001,1.614,1.55,1.58,1.516,1.516,2.128,2.419,2.245,2.542,2.421,2.421,2.421,2.265,2.265,2.596,2.6,2.6830000000000003,2.6060000000000003,2.695,2.648,2.48,2.398,2.398,2.303,2.276,2.329,2.369,2.454,2.454,2.2,2.23,2.23,2.188,2.178,2.165,2.075,2.021,2.2030000000000003,2.273,2.089,1.965,1.874,1.932,1.932,2.234,2.208,2.208,2.296,2.311,2.311,2.459,2.347,2.151,2.6239999999999997,3.22,3.5189999999999997,3.5060000000000002,3.156,3.195,2.701,2.819,2.819,2.873,2.873,2.74,2.741,2.863,2.792,2.4930000000000003,2.4930000000000003,2.4930000000000003,2.702,2.721,2.61,2.605,2.47,2.7239999999999998,2.6719999999999997,2.719,2.81,2.81,2.6660000000000004,2.715,2.6889999999999996,2.6889999999999996,2.6889999999999996,2.528,2.682,2.508,2.379,2.336,1.974,2.095,1.84,1.8030000000000002,1.808,1.844,1.844,1.86,1.86,1.86,1.896,1.896,1.983,1.985,1.995,1.995,1.861,1.8459999999999999,1.8840000000000001,1.86,1.9340000000000002,2.008,1.9869999999999999,1.9569999999999999,1.992,1.966,2.053,2.207,2.207,2.127,2.127,1.9140000000000001,1.953,1.969,2.008,1.828,1.709,1.709
LasVegas,1.921,1.921,1.845,1.903,1.8980000000000001,1.8980000000000001,1.864,1.94,1.942,1.9340000000000002,1.932,1.92,1.9240000000000002,1.9069999999999998,2.022,1.886,1.94,2.017,2.069,2.125,2.096,2.175,2.032,2.0340000000000003,2.0580000000000003,2.022,2.065,1.9340000000000002,1.9169999999999998,1.8969999999999998,2.033,1.9269999999999998,1.901,1.8330000000000002,1.705,1.7080000000000002,1.854,1.851,1.899,1.901,1.916,1.88,1.9580000000000002,1.83,1.756,1.681,1.679,1.683,1.5919999999999999,1.713,1.791,1.5819999999999999,1.57,1.436,1.3840000000000001,1.3159999999999998,1.307,1.351,1.37,1.4080000000000001,1.4080000000000001,1.456,1.456,1.574,1.536,1.3559999999999999,1.3530000000000002,1.358,1.358,1.345,1.479,1.4909999999999999,1.425,1.369,1.2819999999999998,1.368,1.35,1.181,1.1909999999999998,1.2009999999999998,1.308,1.304,1.386,1.386,1.4669999999999999,1.4669999999999999,1.3880000000000001,1.33,1.344,1.344,1.3090000000000002,1.3090000000000002,1.449,1.44,1.442,1.355,1.371,1.276,1.2830000000000001,1.079,1.25,1.3430000000000002,1.46,1.4280000000000002,1.484,1.494,1.494,1.42,1.42,1.3980000000000001,1.403,1.4169999999999998,1.395,1.4080000000000001,1.413,1.364,1.319,1.297,1.272,1.226,1.194,1.2,1.215,1.2109999999999999,1.235,1.2229999999999999,1.205,1.264,1.275,1.246,1.2830000000000001,1.321,1.37,1.426,1.466,1.469,1.4509999999999998,1.4040000000000001,1.4280000000000002,1.4180000000000001,1.4469999999999998,1.511,1.452,1.421,1.4369999999999998,1.409,1.412,1.368,1.368
LosAngeles,8.347999999999999,8.347999999999999,8.055,8.16,7.575,7.821000000000001,7.8420000000000005,8.354,8.919,8.892000000000001,8.865,8.485,8.449,8.573,8.863,8.596,8.536,9.037,8.745,9.788,9.324,9.021,8.255,8.261000000000001,8.035,7.672999999999999,7.672999999999999,7.2829999999999995,7.63,7.254,7.718,7.655,7.619,7.809,7.157,7.063,7.466,7.832000000000001,7.79,7.557,7.752999999999999,7.8020000000000005,8.279,7.669,7.696000000000001,7.271,7.004,7.03,6.795,7.266,7.266,6.912999999999999,6.186,6.093,6.22,6.212999999999999,5.612,5.957999999999999,5.727,5.171,5.066,5.287000000000001,5.287000000000001,5.347,5.347,5.347,5.347,5.5489999999999995,5.64,5.568,5.436,5.316,2.904,3.025,3.15,2.795,2.747,2.747,2.8760000000000003,2.8760000000000003,3.162,3.162,3.594,3.605,3.824,3.798,3.83,3.708,3.8080000000000003,3.728,3.9560000000000004,3.7680000000000002,3.7680000000000002,3.7969999999999997,3.7060000000000004,3.6260000000000003,3.417,2.842,3.2439999999999998,2.931,2.918,2.866,2.8539999999999996,2.79,2.846,3.247,3.4330000000000003,3.343,3.3,3.253,3.252,3.364,3.4610000000000003,3.305,3.202,3.1319999999999997,2.9930000000000003,3.052,3.103,3.153,2.9219999999999997,2.9530000000000003,2.9389999999999996,2.762,2.7539999999999996,2.716,2.69,2.573,2.55,2.495,2.398,2.431,2.634,2.622,2.559,2.565,2.458,2.425,2.548,2.562,2.589,2.608,2.5989999999999998,2.628,2.509,2.656,2.6439999999999997,2.363,2.314
Memphis,1.8159999999999998,2.026,2.026,2.1069999999999998,2.021,2.021,2.244,2.244,2.244,2.244,2.244,1.9880000000000002,2.22,2.783,2.784,2.627,2.627,2.627,2.627,2.733,2.9139999999999997,2.918,2.918,2.918,2.918,2.863,3.812,3.812,3.489,3.489,3.141,2.924,2.289,2.289,2.289,1.785,1.787,1.787,1.883,1.9280000000000002,1.693,1.693,1.693,2.11,2.11,2.085,2.121,2.516,2.516,2.516,2.3209999999999997,2.322,2.532,2.575,2.56,2.2119999999999997,2.2119999999999997,2.213,2.076,2.158,2.162,2.162,2.164,2.165,2.157,2.215,2.215,1.8530000000000002,1.8530000000000002,1.8530000000000002,2.307,2.307,2.3369999999999997,2.322,1.879,2.476,2.476,2.017,1.521,1.484,1.484,1.484,1.484,1.484,1.528,1.528,1.528,1.528,1.5319999999999998,1.569,1.389,1.5830000000000002,1.6480000000000001,1.949,1.932,2.01,1.98,1.9609999999999999,1.946,2.092,2.1390000000000002,2.142,2.142,2.025,2.031,2.031,1.966,1.933,1.804,1.402,1.3359999999999999,1.314,1.3419999999999999,1.2930000000000001,1.349,1.252,1.3130000000000002,1.3130000000000002,1.4169999999999998,1.4069999999999998,1.443,1.4480000000000002,1.45,1.588,1.962,1.959,1.895,1.9969999999999999,2.055,2.122,2.106,2.051,2.051,2.0380000000000003,1.8780000000000001,1.734,1.796,1.7519999999999998,1.571,1.571,1.571,1.663,1.524,1.4380000000000002,1.5030000000000001,1.5019999999999998,1.551,1.551,1.551
Miami,1.702,1.767,1.7790000000000001,1.845,1.811,1.8230000000000002,1.8980000000000001,1.9869999999999999,2.009,2.173,2.082,2.032,2.044,2.0380000000000003,1.88,1.8730000000000002,1.837,1.942,1.945,1.983,2.12,2.064,2.0580000000000003,2.044,2.044,2.233,2.907,2.801,2.887,2.824,2.885,2.873,3.1439999999999997,3.1439999999999997,3.1439999999999997,2.8939999999999997,2.767,2.9010000000000002,2.8789999999999996,2.8789999999999996,2.7260000000000004,1.9180000000000001,1.935,1.9240000000000002,1.895,1.9080000000000001,1.9080000000000001,1.788,1.788,1.734,1.751,1.791,1.835,1.841,1.7590000000000001,1.673,1.5830000000000002,1.49,1.3780000000000001,1.39,1.33,1.315,1.3559999999999999,1.358,1.351,1.422,1.354,1.219,1.215,1.242,1.215,1.228,1.197,1.252,1.127,1.136,1.101,1.1420000000000001,1.133,1.129,1.0090000000000001,1.033,1.077,1.062,1.046,1.072,1.084,1.0859999999999999,1.0859999999999999,1.1440000000000001,1.145,1.1740000000000002,1.1340000000000001,1.101,1.0979999999999999,1.052,1.033,0.9520000000000001,0.948,0.971,0.9229999999999999,0.9009999999999999,0.898,0.898,0.941,0.873,0.97,0.966,0.985,0.9890000000000001,1.077,1.157,1.256,1.274,1.295,1.3259999999999998,1.3119999999999998,1.399,1.3730000000000002,1.406,1.4580000000000002,1.505,1.5319999999999998,1.557,1.5819999999999999,1.514,1.465,1.465,1.464,1.6869999999999998,1.75,1.775,1.7630000000000001,1.834,1.827,1.85,1.882,2.05,2.05,1.965,2.147,1.992,1.929,1.861,1.511,1.413,1.4069999999999998,1.4140000000000001,1.368
Milwaukee,3.9789999999999996,4.1419999999999995,3.45,3.46,3.46,3.46,3.46,3.46,3.2089999999999996,2.969,2.969,2.91,2.91,3.3939999999999997,3.61,3.61,3.61,3.616,3.616,3.616,3.0869999999999997,3.0869999999999997,3.0869999999999997,3.594,3.318,3.333,2.859,2.859,1.6130000000000002,1.621,1.621,1.57,1.57,1.53,1.544,1.6230000000000002,1.5490000000000002,1.5490000000000002,1.5490000000000002,1.587,1.575,1.4069999999999998,1.4269999999999998,1.594,1.59,1.7790000000000001,1.8659999999999999,1.8659999999999999,1.913,1.9069999999999998,1.882,1.72,1.61,1.61,1.96,1.96,2.0069999999999997,2.114,1.949,2.31,2.3369999999999997,2.3369999999999997,2.3369999999999997,2.3369999999999997,2.3369999999999997,2.005,2.221,2.627,2.627,2.383,2.383,2.421,2.386,2.9330000000000003,2.0380000000000003,2.033,2.033,3.762,3.762,3.762,5.473,5.473,7.172999999999999,7.172999999999999,5.859,5.859,6.681,6.681,5.162999999999999,5.162999999999999,4.765,4.766,3.66,3.698,3.698,3.698,3.698,3.716,3.674,3.4960000000000004,3.4560000000000004,2.56,2.251,2.418,2.182,2.228,2.191,2.191,1.7730000000000001,2.202,2.202,2.202,2.186,2.1390000000000002,1.9680000000000002,2.2430000000000003,2.2230000000000003,2.44,2.44,2.75,2.597,2.568,2.583,2.583,2.427,2.637,2.637,2.637,2.6910000000000003,2.911,2.823,2.903,2.9019999999999997,2.9019999999999997,2.4530000000000003,2.517,2.5580000000000003,2.521,2.59,2.5660000000000003,2.314,2.314,2.314,2.281,1.99,1.99,1.893,2.244,2.244
Minneapolis,1.1440000000000001,1.0859999999999999,1.084,1.084,1.084,1.084,0.799,0.8190000000000001,1.251,1.251,1.251,1.153,1.187,1.185,1.185,1.185,1.185,1.189,1.087,1.087,1.082,1.226,1.21,0.898,0.898,0.8009999999999999,0.7959999999999999,0.9059999999999999,0.9059999999999999,0.927,0.998,1.081,1.0979999999999999,1.1520000000000001,1.186,1.195,1.305,1.305,1.247,1.237,1.354,1.2890000000000001,1.2919999999999998,1.494,1.5030000000000001,1.462,1.435,1.389,1.392,1.3980000000000001,1.476,1.422,1.339,1.409,1.412,1.385,1.4509999999999998,1.4509999999999998,1.239,1.232,1.229,1.248,1.295,1.234,1.246,1.064,1.2670000000000001,1.374,1.374,1.385,1.4509999999999998,1.48,1.578,1.706,1.864,1.7109999999999999,1.7109999999999999,1.7109999999999999,2.073,2.032,2.032,1.993,3.0980000000000003,3.0980000000000003,2.718,2.718,2.718,2.7889999999999997,2.7289999999999996,2.7110000000000003,2.963,2.832,2.832,2.748,2.799,2.799,2.799,2.083,2.043,2.201,2.202,2.202,2.039,1.865,1.432,1.581,1.391,1.771,1.771,1.735,1.7180000000000002,1.7180000000000002,1.662,1.663,1.79,1.75,1.6780000000000002,1.758,1.7630000000000001,2.05,1.943,1.979,1.729,1.729,1.702,1.993,1.993,2.052,1.97,1.8630000000000002,1.8630000000000002,2.022,1.868,1.868,1.91,1.966,1.912,1.865,1.865,1.857,1.266,1.8780000000000001,1.867,1.682,1.5190000000000001,1.5190000000000001,1.588,1.655,1.655
Nashville,2.52,2.7319999999999998,2.7319999999999998,2.7319999999999998,2.7319999999999998,2.7319999999999998,2.7760000000000002,3.052,3.3930000000000002,3.3930000000000002,3.3930000000000002,3.182,3.755,4.083,3.7460000000000004,3.793,3.793,3.793,3.793,3.793,4.05,4.181,4.181,4.279,4.279,3.917,4.468999999999999,4.468999999999999,3.888,3.888,3.888,3.263,3.1319999999999997,3.1319999999999997,3.092,2.16,2.16,2.16,2.1590000000000003,2.1590000000000003,2.471,2.471,2.471,2.471,2.471,2.752,2.8080000000000003,2.859,2.859,2.878,3.13,3.13,2.987,3.088,3.088,3.173,3.23,3.3139999999999996,3.3139999999999996,3.0589999999999997,3.023,3.023,3.023,3.023,3.023,2.511,2.511,2.722,2.722,2.722,2.722,2.522,1.609,1.609,,,,2.457,2.457,2.396,2.396,2.6489999999999996,2.6489999999999996,2.6489999999999996,2.405,2.405,2.506,2.506,2.3080000000000003,2.275,2.275,2.299,2.262,2.266,2.273,2.273,2.155,2.155,2.189,2.2569999999999997,2.305,2.2119999999999997,2.2119999999999997,2.3609999999999998,2.266,2.271,2.245,2.249,2.238,2.238,2.238,2.053,2.041,2.011,1.8880000000000001,1.796,1.7830000000000001,1.7830000000000001,1.7830000000000001,1.703,1.7209999999999999,1.7209999999999999,1.7280000000000002,1.7730000000000001,1.7730000000000001,1.7730000000000001,1.8619999999999999,2.049,2.031,2.176,2.188,2.218,2.218,2.218,2.218,2.333,2.247,2.171,2.17,2.168,2.168,2.195,2.099,1.942,1.824,1.8419999999999999,1.804,1.801,1.801
NewOrleans,2.151,2.151,2.1519999999999997,2.1519999999999997,2.217,2.217,2.472,2.533,2.533,2.533,2.533,2.575,2.7939999999999996,2.89,2.883,2.906,3.0589999999999997,3.06,3.06,3.06,3.325,3.3360000000000003,3.375,3.355,3.355,3.389,3.673,3.673,3.804,3.8169999999999997,4.041,4.065,3.685,3.685,3.685,3.446,3.415,2.997,3.01,3.01,2.6639999999999997,2.6639999999999997,2.6639999999999997,2.6639999999999997,2.6639999999999997,2.119,2.282,2.612,2.612,2.612,3.06,3.06,3.75,3.608,3.608,3.591,3.591,3.591,3.591,3.2319999999999998,3.305,3.0660000000000003,3.0660000000000003,3.0660000000000003,2.897,2.6289999999999996,2.286,1.205,1.202,1.261,1.238,1.217,1.217,1.217,1.242,1.0490000000000002,1.062,0.9990000000000001,0.971,0.9009999999999999,0.937,0.912,0.91,0.871,1.036,1.073,1.09,1.09,1.093,1.094,1.2109999999999999,1.204,1.3019999999999998,1.3359999999999999,1.328,1.3359999999999999,1.254,1.265,1.29,1.175,1.138,1.124,1.127,1.219,1.235,1.235,1.246,1.35,1.379,1.392,1.3730000000000002,1.401,1.401,1.399,1.4040000000000001,1.4040000000000001,1.45,1.4609999999999999,1.455,1.482,1.508,1.516,1.489,1.58,1.615,1.693,1.749,1.749,1.749,1.801,1.745,1.77,1.805,1.79,1.7819999999999998,1.785,1.739,1.749,1.6880000000000002,1.757,1.709,1.714,1.7269999999999999,1.704,1.7590000000000001,1.857,1.8730000000000002,1.871,1.876
